fecha,PRECIP_mm,EVAP_mm,TMAX_c,TMIN_c,almacenamiento_hm3
19/01/1995,0,2,22,11,4548.46
20/01/1995,0,4,25.5,12,4548.4
21/01/1995,0,2.3,22.5,13,4548.46
22/01/1995,0,3.8,23.5,12.5,4537.8
23/01/1995,0,3.6,25,11.5,4532.8
24/01/1995,0,4.9,22,11.5,4527.14
25/01/1995,0,3.6,25,15,4527.14
26/01/1995,0,3.6,26,13.5,4527.14
27/01/1995,0,4.8,25.5,13.5,4516.47
28/01/1995,0,3.3,25,14,4516.47
29/01/1995,0,3.5,25.5,14,4516.47
30/01/1995,0,4.5,26,14,4505.5
31/01/1995,0,4.8,26.5,14.5,4505.5
01/02/1995,0,4.6,24.5,13.5,4495.13
02/02/1995,0,2.5,25,14,4495.13
03/02/1995,1.3,2.9,25,13.5,4495.13
04/02/1995,0,4.6,22,13.5,4495.13
05/02/1995,0,4.4,26.5,14,4495.13
06/02/1995,0,4.7,26.5,13.5,4484.46
07/02/1995,0,4.6,27,14,4484.46
08/02/1995,0,3.8,24,14.5,4473.79
09/02/1995,0,4.9,27.5,15,4473.79
10/02/1995,0,10.3,28,13.5,4473.79
11/02/1995,0,0.9,28,14,4463.12
12/02/1995,0,8.9,30.5,14.5,4463.12
13/02/1995,0,5.8,27,13.5,4463.12
14/02/1995,0,4.9,27.5,14,4452.46
15/02/1995,0,5.1,28.5,14,4452.46
16/02/1995,0,6.3,32,14,4452.46
17/02/1995,0,6,22.5,13.5,4452.46
18/02/1995,0,5.6,22.5,13,4441.79
19/02/1995,0,4.1,28,13,4441.79
20/02/1995,0,5.1,26,13.5,4441.79
21/02/1995,0,5.1,26.5,14.5,4441.79
22/02/1995,0,3.7,24.5,15,4431.12
23/02/1995,0,6.3,27.5,14,4420.45
24/02/1995,0,4.1,27,14,4409.78
25/02/1995,0,4.5,27.5,14.5,4399.11
26/02/1995,0,4.8,26,15,4388.44
27/02/1995,0,5.6,30,14.5,4377.78
28/02/1995,0,5.349999999999999,29,14,4367.11
01/03/1995,0,7,29,14,4367.11
02/03/1995,0,4.2,27,15,4356.44
03/03/1995,0,6,29,15.5,4356.44
04/03/1995,0,7.8,31,15,4345.77
05/03/1995,0,5.7,33,15.5,4335.1
06/03/1995,0,6.6,32.5,14,4324.43
07/03/1995,0,7.6,30,13.5,4313.36
08/03/1995,0,6.1,25,13,4303.1
09/03/1995,0,5.4,23,12.5,4303.1
10/03/1995,0,6.8,26.5,12.5,4292.43
11/03/1995,0,5.2,29.5,13,4292.43
12/03/1995,0,6.6,32.5,13.5,4297.43
13/03/1995,0,5.9,29.5,12,4281.76
14/03/1995,0,6.3,26,12.5,4271.09
15/03/1995,0,9.7,31.5,13.5,4260.42
16/03/1995,0,6,28.5,12.5,4249.75
17/03/1995,0,6.7,28.5,13,4239.08
18/03/1995,0,6.1,27,13.5,4228.42
19/03/1995,0,7.2,32.5,15,4217.75
20/03/1995,0,8.1,30.5,14.5,4207.38
21/03/1995,0,6.9,30,15,4197
22/03/1995,0,6.6,32.5,13.5,4197
23/03/1995,0,6.1,30.5,13.5,4186.63
24/03/1995,0,7.2,33,15,4176.26
25/03/1995,0,7.5,33,15,4176.25
26/03/1995,0,6.7,32,15,4176.86
27/03/1995,0,7.3,34,17,4165.88
28/03/1995,0,6.8,32.5,17.5,4155.51
29/03/1995,0,7.9,32,16,4145.14
30/03/1995,0,7.9,31.5,15.5,4134.17
31/03/1995,0,5,29,16,4124.39
01/04/1995,0,7.7,32,16,4114.02
02/04/1995,0,6.9,31,16,4114.02
03/04/1995,0,4.9,29,16,4113.35
04/04/1995,0,7.6,31,15.5,4093.27
05/04/1995,0,7.4,31,14.5,4082.9
06/04/1995,0,6.2,27,15,4082.9
07/04/1995,0,7,32.5,14,4072.52
08/04/1995,0,7.6,33,14.5,4072.52
09/04/1995,0,9.8,32,15,4072.52
10/04/1995,0,8.7,32,14.5,4062.15
11/04/1995,0,7.8,29,14,4051.78
12/04/1995,0,7.6,30,14,4041.41
13/04/1995,0,7.2,32,16,4031.04
14/04/1995,0,7.6,30,17.5,4031.04
15/04/1995,0,6.954999999999999,31.5,18,4020.66
16/04/1995,0,4.63,31.5,17.5,4010.29
17/04/1995,0,6.7,32.5,17.5,4010.29
18/04/1995,0,8,34,18,3999.91
19/04/1995,0,7.1,33,16,3989.54
20/04/1995,0,7.6,34,14.5,3979.17
21/04/1995,0,8.9,34.5,15,3968.79
22/04/1995,0,8.2,34.5,16,3968.74
23/04/1995,0,8,35.5,17,3958.42
24/04/1995,0,8.7,32.5,16.5,3948.04
25/04/1995,0,8.3,33,16.5,3948.04
26/04/1995,0,7.5,33.5,16.5,3948.04
27/04/1995,0,6.9,29.5,15.5,3937.67
28/04/1995,0,6.8,30.5,16,3927.3
29/04/1995,0,7.2,34.5,16.5,3916.92
30/04/1995,0,6.7,34,16,3906.55
01/05/1995,0,6.8,33,15.5,3896.18
02/05/1995,0,7.4,33.5,17,3885.81
03/05/1995,0,9.1,35.5,17,3875.43
04/05/1995,0,7.8,34.5,16.5,3865.06
05/05/1995,0,7.1,34.5,17,3854.69
06/05/1995,0,6.8,33,17,3843.32
07/05/1995,0,7.8,33.5,16.5,3833.94
08/05/1995,0,7.3,35,16.5,3823.57
09/05/1995,0,7.5,32.5,16.5,3813.2
10/05/1995,0,7.5,32,15.5,3802.83
11/05/1995,0,7.5,34,16,3802.82
12/05/1995,0,6.8,33.5,19,3792.4
13/05/1995,0,6.7,33.5,18.5,3782.08
14/05/1995,0,9.9,35,19,3782.08
15/05/1995,0,8.8,33,19,3771.71
16/05/1995,0,7.6,34,19,3761.33
17/05/1995,0,7.2,35,19,3750.95
18/05/1995,0,7.4,35,19,3740.58
19/05/1995,0,7.1,33.5,19.5,3740.58
20/05/1995,0,7.8,34,19.5,3730.21
21/05/1995,0,6.9,36,20,3719.83
22/05/1995,0,6.1,30.5,19.5,3719.83
23/05/1995,0,5,30.5,20,3709.46
24/05/1995,0,6.6,32.5,18,3709.46
25/05/1995,0,6.6,32,18.5,3699.09
26/05/1995,0,6.9,32,20,3699.09
27/05/1995,0,8.3,32,20,3689.14
28/05/1995,0,6.8,33,20,3679.18
29/05/1995,0,7,32,19.5,3679.18
30/05/1995,0,7.7,32.5,19,3669.29
31/05/1995,0,7.2,29,19,3669.22
01/06/1995,0,6.9,31,20,3659.27
02/06/1995,0.3,6.3,33,20.5,3659.27
03/06/1995,0,7.4,34.5,20,3649.3
04/06/1995,0,8.2,36.5,20.5,3649.3
05/06/1995,0,8,31.5,19.5,3639.34
06/06/1995,0,7.9,36,19,3629.39
07/06/1995,0,10.9,35,18,3619.43
08/06/1995,0,9.6,35,19,3619.43
09/06/1995,0,7.4,35.5,19.5,3609.47
10/06/1995,0.2,6.9,32.5,21,3599.52
11/06/1995,0.3,5.8,32.5,20,3599.52
12/06/1995,17.1,7.7,33.5,19,3589.56
13/06/1995,33.7,9.4,29.5,18,3589.56
14/06/1995,15.6,6.9,28,17,3589.56
15/06/1995,0.2,3.3,26.5,17.5,3589.56
16/06/1995,0.2,2.2,25,18,3599.59
17/06/1995,4.7,2.5,25,19,3599.52
18/06/1995,0,5.6,28,17.5,3609.48
19/06/1995,0,5.7,29,18.5,3609.48
20/06/1995,0,4.8,27,19.5,3619.43
21/06/1995,0,6.8,31,19,3619.43
22/06/1995,5.5,6.883333333333333,27,19,3619.43
23/06/1995,3.4,12.4,29.5,18,3619.43
24/06/1995,0.3,4.3,29.5,18,3629.39
25/06/1995,0,7.3,28.5,19,3629.39
26/06/1995,0,6.8,30,19.5,3629.39
27/06/1995,7.8,6.3,30.5,19.5,3639.34
28/06/1995,13,5.7,30.5,17.5,3648.31
29/06/1995,7.4,4.2,29.5,18,3659.26
30/06/1995,8.8,4.5,29,18,3679.17
01/07/1995,0,5.3,27.5,18,3689.14
02/07/1995,0,6,29.5,18.5,3699.09
03/07/1995,6.4,5.1,31,19.5,3699.09
04/07/1995,0,4,31,20,3709.46
05/07/1995,24.2,4.3,28.5,18,3709.46
06/07/1995,3.5,4.7,26,18,3719.83
07/07/1995,0,7.5,27,18,3730.21
08/07/1995,0,7.7,27,18,3740.59
09/07/1995,0,7.4,27,18,3750.96
10/07/1995,0,5.7,26,18.5,3750.96
11/07/1995,3.5,6.2,29,18.5,3750.96
12/07/1995,0.01,4.8,27.5,18,3750.95
13/07/1995,16.7,5.5,28.5,18.5,3750.96
14/07/1995,0,4.8,28,15.5,3761.33
15/07/1995,11.7,6.5,28.5,17,3761.33
16/07/1995,17.7,4.6,28,17,3771.71
17/07/1995,1.3,5.6,29,17,3771.71
18/07/1995,6.2,3.9,27.5,18,3771.7
19/07/1995,2.1,5.34,28,18,3771.71
20/07/1995,0,5.173333333333333,27,18,3771.71
21/07/1995,13,5.5,28,18.5,3771.71
22/07/1995,13.9,7,28.5,17,3771.71
23/07/1995,0,3.7,27,16.5,3782.08
24/07/1995,0,5.6,29,18,3782.08
25/07/1995,20.5,4.9,25,19,3792.45
26/07/1995,0,5.8,27,17.5,3802.82
27/07/1995,1.1,6.3,29,18,3813.2
28/07/1995,2.3,4.4,27.5,18,3823.57
29/07/1995,0,4.6,25.5,17,3823.57
30/07/1995,0,5.8,29.5,18,3823.57
31/07/1995,20.1,7.7,29.5,18.5,3823.57
01/08/1995,0.9,4.3,29,17,3823.57
02/08/1995,0,5.9,29,17.5,3833.94
03/08/1995,2.7,5.5,29.5,18,3833.94
04/08/1995,1,4.8,29.5,18.5,3833.94
05/08/1995,0.4,5.7,28.5,18,3833.94
06/08/1995,0.01,5.4,28.5,18.5,3833.94
07/08/1995,39.3,8.6,27.5,19.5,3844.31
08/08/1995,1.3,4.5,26,18.5,3854.69
09/08/1995,0.5,1.9,22.5,19,3865.06
10/08/1995,0,3.2,26.5,19,3875.43
11/08/1995,0,5.7,29.5,17,3875.44
12/08/1995,0,3.3,27,17,3875.81
13/08/1995,1.8,1.7,25,17,3885.81
14/08/1995,0.7,4.2,28,18.5,3885.81
15/08/1995,3.4,5.4,29,18,3896.18
16/08/1995,40.7,4.33,28,18,3896.18
17/08/1995,37,4.3,27,18,3906.56
18/08/1995,40.7,3.1,22,17.5,3927.3
19/08/1995,0,2.6,25,17.5,3948.04
20/08/1995,0,6.2,26.5,18,3968.79
21/08/1995,14.7,5.8,28,18,3989.54
22/08/1995,0.3,3.1,26.5,17.5,4041.41
23/08/1995,0.4,4,28,18,4103.64
24/08/1995,10.7,5.9,29.5,19,4145.14
25/08/1995,13,4.3,28.5,17.5,4186.63
26/08/1995,40.2,3.9,27.5,17.5,4228.42
27/08/1995,39.8,7.2,28,18,4260.43
28/08/1995,24,0.3,27.5,18,4313.77
29/08/1995,2.9,4.7,20,18,4356.44
30/08/1995,0,6.6,27,17.5,4409.78
31/08/1995,39.5,4.54,28.5,18,4478.6
01/09/1995,12.3,2.4,23.5,18,4473.8
02/09/1995,4,1.1,27.5,18.5,4516.47
03/09/1995,21.4,1.4,26,17.5,4559.15
04/09/1995,2.3,2.3,24.5,17,4569.8
05/09/1995,0,5.1,27.5,16.5,4580.48
06/09/1995,0,5.9,28,16.5,4612.48
07/09/1995,0,5.9,28,16.5,4633.83
08/09/1995,0,6.1,27.5,16.5,4655.16
09/09/1995,0,5.9,27.5,16.5,4687.17
10/09/1995,0,5.7,28.5,16,4687.17
11/09/1995,0,5.6,26,17.5,4687.17
12/09/1995,0,4.8,27,18.5,4697.83
13/09/1995,0,6.6,25.5,19,4697.84
14/09/1995,0,6.7,30.5,20,4697.84
15/09/1995,6.5,3.7,26.5,19,4708.51
16/09/1995,3.5,3.8,28,17,4708.51
17/09/1995,0,4.5,27.5,17,4708.51
18/09/1995,0,5.3,28,18,4708.5
19/09/1995,9.5,5,29.5,18.5,4719.18
20/09/1995,11.1,7.3,28,17,4719.18
21/09/1995,27,5.1,28,16.5,4740.51
22/09/1995,0,3.6,27,17,4762.1
23/09/1995,0,5.4,28,17.5,4783.94
24/09/1995,0,4.6,28.5,18.5,4794.86
25/09/1995,0.01,4,27.5,18.5,4805.78
26/09/1995,13.4,5.3,29,18,4805.77
27/09/1995,0,5,28.5,19,4816.7
28/09/1995,9.9,6,28.5,18.5,4827.62
29/09/1995,0,5.1,29,18,4827.62
30/09/1995,0,5.8,29.5,18,4827.61
01/10/1995,0,5.5,29,18.5,4827.62
02/10/1995,0,5.2,29,18,4827.62
03/10/1995,0.8,4.8,30,18,4827.61
04/10/1995,0,4.8,29,19,4827.62
05/10/1995,0,5.1,28.5,17.5,4816.69
06/10/1995,0,7.9,26.5,17,4816.7
07/10/1995,0,5.4,28.5,15.5,4816.7
08/10/1995,0,5.2,27,15.5,4816.7
09/10/1995,0,6.3,28,16,4805.77
10/10/1995,0,5,28.5,16.5,4805.77
11/10/1995,0,8.2,27.5,16.5,4794.76
12/10/1995,0,5.7,25.5,12,4794.76
13/10/1995,0,5.7,27.5,11.5,4783.94
14/10/1995,0,5.32,28.5,13,4783.94
15/10/1995,0,5.336666666666667,23.5,14,4773.02
16/10/1995,0,5.6,26.5,11,4773.02
17/10/1995,0,5,26,11.5,4762.1
18/10/1995,0,4.7,27.5,12.5,4751.18
19/10/1995,0,4.2,27.5,15,4740.51
20/10/1995,0,6.6,28,16,4740.51
21/10/1995,0,2.6,24,16.5,4729.84
22/10/1995,0,4.5,28.5,16,4729.84
23/10/1995,0,5.3,28.5,15,4729.84
24/10/1995,0,5,27,15.5,4719.18
25/10/1995,0,7.8,27.5,16.5,4719.18
26/10/1995,0,5.7,28.5,16,4708.51
27/10/1995,0,5.4,29.5,14,4708.5
28/10/1995,0,5.4,23.5,13.5,4697.84
29/10/1995,0,5.7,28,15.5,4697.84
30/10/1995,0,5.6,27.5,14,4697.84
31/10/1995,0,4.8,28,13,4697.84
01/11/1995,0,4.7,29.5,13,4687.17
02/11/1995,0,4.9,28,14.5,4687.17
03/11/1995,0,4.6,29.5,15,4687.17
04/11/1995,0.7,4,28,15.5,4676.5
05/11/1995,0,3.7,27.5,16.5,4676.5
06/11/1995,0,3.3,28.5,16,4665.83
07/11/1995,0,4.6,28.5,16.5,4665.83
08/11/1995,0,4.5,29,16,4665.83
09/11/1995,0.7,4.1,26.5,16.5,4665.83
10/11/1995,0,4.2,28.5,15.5,4655.16
11/11/1995,0,5.1,29.5,15,4655.16
12/11/1995,0,5.2,27,15.5,4644.5
13/11/1995,0,5.3,30,16.5,4644.5
14/11/1995,0,4.7,23,16,4633.83
15/11/1995,0,4.6,26.5,16.5,4633.83
16/11/1995,0,3.9,26,16,4623.56
17/11/1995,0,4.4,27,14.5,4623.16
18/11/1995,0,6.2,26,14.5,4623.15
19/11/1995,0.01,2.3,25.5,14.5,4612.49
20/11/1995,0,2,21.5,15,4612.49
21/11/1995,0,3.8,21.5,15,4612.49
22/11/1995,0,3.8,24.5,15,4601.82
23/11/1995,0,3.9,26,15,4601.82
24/11/1995,0,6.2,23.5,14.5,4591.15
25/11/1995,0,3.4,23,12,4591.15
26/11/1995,0,5.3,24.5,11.5,4591.15
27/11/1995,0,3.9,25,12,4580.48
28/11/1995,0,3.9,25,12,4580.48
29/11/1995,0,3.7,24.5,12,4580.48
30/11/1995,0,0.5,25,12,4569.82
01/12/1995,0,3.9,25.5,12.5,4569.82
02/12/1995,0,3.7,25.5,13.5,4559.15
03/12/1995,0,4.1,26.5,13,4559.15
04/12/1995,0,3.8,27,13.5,4559.15
05/12/1995,0,6.7,26,14,4548.48
06/12/1995,0,4.2,26,13.5,4548.48
07/12/1995,0,3.9,26,13.5,4548.48
08/12/1995,0,3.3,26.5,13,4537.81
09/12/1995,0,3.4,23,14,4537.81
10/12/1995,0,3.8,24,13,4537.81
11/12/1995,0,3.2,22,12.5,4527.14
12/12/1995,0,4.2,25,13,4527.14
13/12/1995,0,4,25,12.5,4516.47
14/12/1995,0,3.1,23.5,12,4516.47
15/12/1995,0,2.8,23,13,4505.8
16/12/1995,0,4.4,25,13.5,4505.8
17/12/1995,0,7.4,27,13.5,4505.8
18/12/1995,0,4.8,25,15,4495.14
19/12/1995,0,3.7,22.5,12.5,4495.14
20/12/1995,0,2.5,23,12,4484.47
21/12/1995,0,1.4,22,13,4484.47
22/12/1995,0,1.3,17.5,12,4484.47
23/12/1995,0,3.8,25.5,12,4473.8
24/12/1995,0,2.5,25,12.5,4473.8
25/12/1995,5.3,0.4,16,13,4473.8
26/12/1995,0,1,16.5,13,4473.8
27/12/1995,0,3.3,23,11,4463.13
28/12/1995,0,3.2,23,11,4463.13
29/12/1995,0,3.6,24,10,4463.13
30/12/1995,3.9,1,17.5,11,4463.13
31/12/1995,0,3.6,22,10,4452.46
01/01/1996,0,4.2,23.5,9,4452.46
02/01/1996,0,4.9,24,8.5,4452.46
03/01/1996,0,2.8,24,8.5,4452.46
04/01/1996,0,3.9,23,9.5,4441.79
05/01/1996,0,3.9,20,9.5,4441.79
06/01/1996,0,4,24,9.5,4441.79
07/01/1996,0,3.8,23,10,4441.79
08/01/1996,0,3.4,20.5,10.5,4441.79
09/01/1996,0,3.6,23,10,4431.12
10/01/1996,0,4,23,10.5,4431.12
11/01/1996,0,4.2,25,10,4420.46
12/01/1996,0,4.5,23,11,4420.46
13/01/1996,0,4.3,22.5,9,4420.46
14/01/1996,0,3.7,23,9,4409.79
15/01/1996,0,4.1,24,10,4409.79
16/01/1996,0,3.5,23.5,10,4409.79
17/01/1996,0,4.2,27,11,4399.12
18/01/1996,0,3.7,23.5,10.5,4399.12
19/01/1996,0,3.7,23,10,4399.12
20/01/1996,0,4.1,24,11,4388.45
21/01/1996,0,4.1,25,11,4388.44
22/01/1996,0,4.1,24.5,11.5,4388.45
23/01/1996,0,4.3,28,11,4377.78
24/01/1996,0,7.3,25,11,4377.78
25/01/1996,0,4.4,23.5,11,4377.78
26/01/1996,0,5.1,25.5,11.5,4377.78
27/01/1996,0,5,25.5,11.5,4367.11
28/01/1996,0,4,24,12,4356.15
29/01/1996,0,4.7,25,12,4345.78
30/01/1996,0,4.4,25.5,12.5,4335.11
31/01/1996,0,4.5,26,13,4324.44
01/02/1996,0,5.6,28.5,12.5,4324.44
02/02/1996,0,4.9,27,9.5,4313.77
03/02/1996,0,4.3,27,10.5,4313.77
04/02/1996,0,4.7,25,10,4303.1
05/02/1996,0,4,21.5,10,4303.1
06/02/1996,0,4.9,25.5,10.5,4303.1
07/02/1996,0,4.3,24,11,4292.43
08/02/1996,0,4.1,24,11.5,4281.76
09/02/1996,0,5.1,25,13.5,4281.76
10/02/1996,0,3.9,23,11,4271.1
11/02/1996,3.3,1.7,24,12.5,4271.1
12/02/1996,0,3.8,22.5,14,4271.1
13/02/1996,0,5.1,23.5,12.5,4260.43
14/02/1996,0,4.7,27,12.5,4260.43
15/02/1996,0,5.9,27,14,4249.76
16/02/1996,0,4.5,27,13.5,4249.76
17/02/1996,0,5.5,25.5,14,4239.09
18/02/1996,0,4.9,26.5,12,4239.09
19/02/1996,0,5,26.5,12,4228.42
20/02/1996,0,5.2,27.5,12,4228.42
21/02/1996,0,5.2,28.5,13,4217.76
22/02/1996,0,6.6,30.5,15,4207.38
23/02/1996,0,4.4,30,15,4207.38
24/02/1996,0,4.5,27.5,14.5,4197.01
25/02/1996,0,5.6,31,14,4197.01
26/02/1996,0,5.5,29,14,4186.63
27/02/1996,0,5.8,30,13,4186.63
28/02/1996,0,4.5,26,12.5,4176.25
29/02/1996,0,5.3,26,13,4176.25
01/03/1996,0,5.9,32,13.5,4165.88
02/03/1996,0,5.7,30,13,4165.89
03/03/1996,0,8.2,28.5,13,4155.51
04/03/1996,0,6,28,14.5,4145.14
05/03/1996,0,6.5,31.5,14.5,4134.76
06/03/1996,0,6.5,31.5,14,4124.39
07/03/1996,0,6.5,28.5,13.5,4124.39
08/03/1996,0,5.4,23,14,4114.02
09/03/1996,0,5.6,22.5,12,4114.02
10/03/1996,0,5.8,25,12,4103.65
11/03/1996,0,5.9,27,12.5,4093.27
12/03/1996,0,6.7,30,12.5,4082.9
13/03/1996,0,6.1,26.5,12,4072.52
14/03/1996,0,5.8,28.5,12.5,4072.53
15/03/1996,0,6.1,29.5,13,4062.15
16/03/1996,0,7.4,32.5,13,4051.78
17/03/1996,0,7.3,31.5,12,4041.41
18/03/1996,0,6.1,27,12,4031.04
19/03/1996,0,6.5,27.5,12,4020.66
20/03/1996,0,6,26,14,4020.66
21/03/1996,0,6.6,26,14.5,4010.29
22/03/1996,0,7.1,31.5,14,3999.92
23/03/1996,0,6,31.5,13,3989.54
24/03/1996,0,6.5,31,13,3989.54
25/03/1996,0,6.5,26.5,13.5,3979.16
26/03/1996,0,7.3,28.5,13,3979.16
27/03/1996,0,6.6,30.5,12,3968.8
28/03/1996,0,5.3,28,12,3968.79
29/03/1996,0,7.1,30.5,13,3959.42
30/03/1996,0,9.5,34,14,3948.05
31/03/1996,0,7.3,28,14,3937.68
01/04/1996,0,7.4,29,15,3927.3
02/04/1996,0,8.2,30,15.5,3927.3
03/04/1996,0,6.5,31,14.5,3916.93
04/04/1996,0,8,31,14.5,3906.56
05/04/1996,0,8.3,30.5,14.5,3896.18
06/04/1996,0,7,27.5,15,3885.81
07/04/1996,0,8.1,28,15.5,3875.44
08/04/1996,0,8.1,28,13,3865.06
09/04/1996,0,6.6,26,13,3854.67
10/04/1996,0,7.8,28.5,14,3844.32
11/04/1996,0,8,29,14,3833.94
12/04/1996,0,7.8,32,14.5,3823.57
13/04/1996,0,7.4,31,14,3823.57
14/04/1996,0,7.8,32.5,14.5,3813.2
15/04/1996,0,3.48,29.5,15,3813.2
16/04/1996,0,6.696666666666666,28,14,3802.83
17/04/1996,0,6.9,34,16,3792.45
18/04/1996,0,7.1,29.5,15.5,3782.08
19/04/1996,0,7.5,33.5,15.5,3771.71
20/04/1996,0,7.1,31,16,3777.71
21/04/1996,0,7,31.5,16,3761.33
22/04/1996,0,9.4,30,15,3750.96
23/04/1996,0,7.6,30.5,15.5,3750.96
24/04/1996,0,5,25.5,16.5,3740.59
25/04/1996,0,7,30,16.5,3730.21
26/04/1996,0,5.6,32,16,3719.84
27/04/1996,0,6.5,31,15.5,3709.47
28/04/1996,0,4.8,30,17.5,3699.09
29/04/1996,0,6.2,30.5,17,3689.14
30/04/1996,0,6.4,30,17,3679.18
01/05/1996,0,4.8,29,17.5,3679.18
02/05/1996,0,6.4,29,17,3669.22
03/05/1996,0,5.8,33.5,17,3669.22
04/05/1996,0,5.9,31.5,17,3649.31
05/05/1996,0,5.7,32.5,18.5,3659.26
06/05/1996,0,9.2,31.5,19.5,3649.31
07/05/1996,0,6.4,32,18.5,3649.31
08/05/1996,0,6.9,32,18.5,3639.35
09/05/1996,0,7.3,32.5,19,3639.35
10/05/1996,0,6.9,33,18.5,3629.39
11/05/1996,0,7.8,35,18,3629.39
12/05/1996,0,7.4,33,19,3619.43
13/05/1996,0,7.6,33,19,3619.43
14/05/1996,0,5.5,32.5,19,3609.48
15/05/1996,22.4,6.4,33,18.5,3595.51
16/05/1996,0,5.8,31,15,3599.52
17/05/1996,17.3,7.2,32,17.5,3589.56
18/05/1996,0.3,5.7,31,16,3589.56
19/05/1996,0,5.8,33.5,16.5,3589.56
20/05/1996,0,7.2,33,17,3589.56
21/05/1996,0.01,6.6,33.5,18,3579.06
22/05/1996,0,7,34,18,3579.06
23/05/1996,0,6.4,33,18.5,3569.65
24/05/1996,0,9.5,34,18.5,3569.65
25/05/1996,0,6.1,34,19,3559.69
26/05/1996,0,8,34,19,3549.73
27/05/1996,0,6.3,33.5,19.5,3539.77
28/05/1996,1.5,3.9,31,20,3529.82
29/05/1996,7.7,6.1,32,20,3519.86
30/05/1996,0.2,3.6,28.5,19.5,3519.84
31/05/1996,0,6.3,32.5,20,3509.9
01/06/1996,4.6,5.8,31.5,20,3499.94
02/06/1996,0.01,5.3,31,18.5,3499.94
03/06/1996,0,7,31,18,3489.99
04/06/1996,4.7,6.1,31,18.5,3489.99
05/06/1996,0,5.6,31,17.5,3489.99
06/06/1996,0,7.2,32,18.5,3489.99
07/06/1996,6.1,5.5,34,19,3480.03
08/06/1996,9.7,6.6,31.5,17,3480.02
09/06/1996,0,6.2,30.5,16.5,3480.03
10/06/1996,0,7.2,33.5,17.5,3480.03
11/06/1996,0,9.9,33.5,18,3480.03
12/06/1996,0,7.9,32,18.5,3480.03
13/06/1996,12.5,7.2,31.5,18,3480.03
14/06/1996,1,5.9,30.5,17.5,3470.07
15/06/1996,39.7,5.6,30.5,17,3470.07
16/06/1996,19.9,9,30,17.5,3470.07
17/06/1996,27.2,7.6,30.5,17,3470.07
18/06/1996,5.5,5.5,29,16,3480.03
19/06/1996,12.3,7.3,31,17.5,3499.94
20/06/1996,0,7.1,30,17,3509.9
21/06/1996,0,6,31.5,17.5,3509.9
22/06/1996,0,5.1,30.5,19,3509.9
23/06/1996,78.6,5.8,30.5,19.5,3509.9
24/06/1996,0,3.9,29.5,18.5,3519.85
25/06/1996,0,6.9,30,19,3519.85
26/06/1996,1.5,3.8,28.5,19,3529.51
27/06/1996,13.1,5.7,29,19.5,3529.51
28/06/1996,0,7.9,30.5,17.5,3539.77
29/06/1996,15.2,1.7,28.5,17,3539.77
30/06/1996,38.4,3.98,23,16.5,3549.73
01/07/1996,8.2,4.9,22,17,3559.69
02/07/1996,0,4.5,26,16.5,3559.69
03/07/1996,0,4.9,28.5,16,3559.69
04/07/1996,0,5.8,29.5,18,3559.69
05/07/1996,5.4,5.4,30.5,18,3559.69
06/07/1996,0,4.4,26.5,17.5,3559.69
07/07/1996,17.4,6.3,30,18,3554.69
08/07/1996,0,4.5,27,17,3569.65
09/07/1996,0,6.3,30.5,17.5,3569.65
10/07/1996,13.3,5.7,31,17.5,3569.65
11/07/1996,4,4.6,28,17,3569.65
12/07/1996,0.5,6.1,30.5,17,3579.6
13/07/1996,0,5.9,29.5,17,3579.6
14/07/1996,48.8,5.7,30.5,17.5,3579.6
15/07/1996,4.2,4.6,29,16,3579.6
16/07/1996,24.4,5.8,28,17,3579.6
17/07/1996,41.7,6,28.5,17,3589.56
18/07/1996,4.4,5.3,28.5,15,3599.52
19/07/1996,0,4,27.5,17,3609.47
20/07/1996,0,6.4,29.5,18,3619.43
21/07/1996,0,5.1,29.5,18,3619.43
22/07/1996,0,5.4,30,18,3619.43
23/07/1996,4.5,3.6,31,18.5,3619.43
24/07/1996,2.9,3.1,27,18,3619.43
25/07/1996,0,3,23.5,17.5,3619.43
26/07/1996,17.3,5.8,28.5,17,3629.39
27/07/1996,0.2,4.6,28,16.5,3629.39
28/07/1996,0,6.8,29,17,3629.39
29/07/1996,0,7.1,28,18,3639.35
30/07/1996,3.8,5.8,30,18,3639.35
31/07/1996,0,2,24,18,3639.35
01/08/1996,0,3.9,28,17,3639.35
02/08/1996,52.5,9,29.5,17.5,3639.35
03/08/1996,0.3,4,27.5,15.5,3639.35
04/08/1996,0,4.2,27,17,3639.35
05/08/1996,0,5.4,29.5,17.5,3649.31
06/08/1996,9.7,6.2,30,17.5,3649.31
07/08/1996,15.2,7.4,28.5,16,3649.31
08/08/1996,0.2,3.7,28,16,3649.31
09/08/1996,0,7.3,28,16.5,3649.31
10/08/1996,0,5.5,28,18,3659.36
11/08/1996,0,6.4,28.5,19,3659.26
12/08/1996,0.6,3.8,25,19,3659.26
13/08/1996,0.2,6.9,29.5,18,3659.26
14/08/1996,1.7,4.3,28,17,3659.26
15/08/1996,9.2,1.4,22.5,16.5,3659.26
16/08/1996,2.9,4.5,27,16,3659.26
17/08/1996,0,3.2,26.5,16.5,3659.26
18/08/1996,0.5,5.5,28.5,16.5,3659.16
19/08/1996,0.01,4.7,29,17,3659.26
20/08/1996,0,6.3,27,17,3659.26
21/08/1996,0,5.9,28,16.5,3649.31
