fecha,PRECIP_mm,EVAP_mm,TMAX_c,TMIN_c,almacenamiento_hm3
09/02/2011,0,4.21,26,13,5932.34
10/02/2011,0,4.17,23,13.5,5921.084
11/02/2011,0,4.18,25.5,14,5921.084
12/02/2011,0,4.78,24,13.5,5909.83
13/02/2011,0,4.33,22,13,5909.83
14/02/2011,0,4.58,26,12.5,5898.572
15/02/2011,0,4.68,25.5,13.5,5898.572
16/02/2011,0,4.5,27,14,5887.315
17/02/2011,0,4.82,27.5,13.5,5887.315
18/02/2011,0,5.19,26.5,14,5876.06
19/02/2011,0,4.56,26.5,14.5,5876.06
20/02/2011,0,5.32,26,14.5,5864.802
21/02/2011,0,5.69,27.5,14.5,5864.802
22/02/2011,0,5.36,27,14,5853.55
23/02/2011,0,5.49,27.5,13.5,5853.546
24/02/2011,0,5.05,29,14,5842.42
25/02/2011,0,4.31,24,14.5,5842.42
26/02/2011,0,4.95,26,15,5831.29
27/02/2011,0,5.94,27.5,15,5820.161
28/02/2011,0,4.97,22.5,15,5820.161
01/03/2011,0,4.88,26,15.5,5809.033
02/03/2011,0,5.54,27,16,5809.03
03/03/2011,0,5.83,27.5,15.5,5797.905
04/03/2011,0,6.14,28.5,15,5797.905
05/03/2011,0,5.46,26.5,14.5,5786.78
06/03/2011,0,6.02,25,15,5775.65
07/03/2011,0,7.41,29,15.5,5764.52
08/03/2011,0,6.1,30,14,5753.392
09/03/2011,0,5.14,26.5,13.5,5753.392
10/03/2011,0,6.59,24.5,14,5742.26
11/03/2011,0,5.51,24,15,5731.14
12/03/2011,0,5.91,26,14.5,5731.145
13/03/2011,0,6.53,29,15,5720.008
14/03/2011,0,5.06,26,15.5,5720.008
15/03/2011,0,4.81,25.5,16,5708.879
16/03/2011,0,4.71,26,16,5697.751
17/03/2011,0,5.19,25.5,15.5,5686.623
18/03/2011,0,5.39,27,16,5675.5
19/03/2011,0,6.51,26,16.5,5675.5
20/03/2011,0,5.58,28,16,5664.37
21/03/2011,0,6.32,28.5,16.5,5653.24
22/03/2011,0,6.45,26.5,16,5653.238
23/03/2011,0,6.93,28,15.5,5642.11
24/03/2011,0,6.13,28.5,16,5630.382
25/03/2011,0,6.36,31,16.5,5630.982
26/03/2011,0,6.45,30.5,16,5619.85
27/03/2011,0,6.38,29,15.5,5608.73
28/03/2011,0,6.99,30.5,16,5597.597
29/03/2011,0,5.17,31,16.5,5586.47
30/03/2011,0,5.93,31.5,16,5586.469
31/03/2011,0,6.35,22,15.5,5575.34
01/04/2011,0,5.923333333333333,25.25,17.166666666666668,5564.212
02/04/2011,0,6.048888888888889,24.291666666666668,17.27777777777778,5553.08
03/04/2011,0,6.068703703703704,23.090277777777782,17.49074074074074,5541.96
04/04/2011,0,6.021820987654322,23.271990740740744,17.82253086419753,5541.96
05/04/2011,0,6.038235597,22.94232253,17.93184156378601,5530.83
06/04/2011,0,6.036460048010976,22.71743184156379,18.04085219478738,5519.7
07/04/2011,0,6.031086105,22.655290852194792,18.132537437128487,5519.7
08/04/2011,0,6.032630292,22.552507537437133,18.184205199283646,5508.572
09/04/2011,0,6.031696074182037,22.487538371865952,18.22626580519992,5497.444
10/04/2011,0,6.030902078543879,22.44922279358298,18.25716807360201,5486.31
11/04/2011,0,6.030871407401939,22.41487811714768,18.277939846347596,5486.315
12/04/2011,0,6.030578260021309,22.39193988043277,18.29356228752492,5475.187
13/04/2011,0,6.0303919576611875,22.37600679852724,18.30477836791242,5464.059
14/04/2011,0,6.030306937514073,22.363804132684617,18.312713416964154,5452.93
15/04/2011,0,6.030212859199428,22.35529180194077,18.318509012066915,5452.93
16/04/2011,0,6.030151959062448,22.34918378885877,18.32266679949058,5441.803
17/04/2011,0,6.030111959295993,22.34471328724736,18.32564820475361,5430.675
18/04/2011,0,6.030079462926312,22.341531479674483,18.32780400271852,5419.55
19/04/2011,0,6.030057230214126,22.33923809,18.32935316782712,5408.418
20/04/2011,0,6.030041442072739,22.33758047659199,18.330467562549874,5408.418
21/04/2011,0,6.030029689202197,22.33639167,18.331270788849253,5397.29
22/04/2011,0,6.030021393581511,22.335535040673033,18.331848586537706,5386.16
23/04/2011,0,6.030015420809408,22.334917865346853,18.332264489656136,5375.03
24/04/2011,0,6.0300110839321865,22.3344741,18.33256397750718,5363.905
25/04/2011,0,6.030007983053852,22.334154500470984,18.33277950895017,5352.777
26/04/2011,0,6.030005747965908,22.333924410437305,18.33293466268558,5341.648
27/04/2011,0,6.030004135825325,22.33375883461905,18.33304635819049,5330.52
28/04/2011,0,6.030002977807514,22.333639624254555,18.33312675497104,5330.52
29/04/2011,0,6.030002143599791,22.33355381155182,18.33318462930785,5319.39
30/04/2011,0,6.030001542872106,22.33349204507091,18.333226290411563,5308.263
01/05/2011,0,5.99,22.5,18.5,5297.14
02/05/2011,0,6.42,22,18,5286.22
03/05/2011,0,5.68,22.5,18.5,5275.297
04/05/2011,0,5.3,22,18,5275.297
05/05/2011,0,5.06,22.5,18.5,5264.378
06/05/2011,0,6.88,29.5,19,5253.459
07/05/2011,0,6.6,22.5,19.5,5242.54
08/05/2011,0,4.7,27,20,5231.62
09/05/2011,0,6.62,29.5,19,5220.7
10/05/2011,0,6.54,22.5,18,5209.783
11/05/2011,0,6.91,32,18,5209.783
12/05/2011,0,7.66,31.5,18.5,5198.864
13/05/2011,0,7.34,34,18,5187.945
14/05/2011,0,7.01,30,17.5,5187.94
15/05/2011,0,6.56,32,18.5,5177.03
16/05/2011,0,7.79,31,18,5166.11
17/05/2011,0,8.23,30.5,17.5,5155.188
18/05/2011,0,6.71,30,18,5144.269
19/05/2011,0,6.75,31,19,5144.269
20/05/2011,0,7.03,30,19,5133.35
21/05/2011,0,7.19,31,18.5,5122.43
22/05/2011,0,7.22,32,18.5,5122.43
23/05/2011,0,8.38,32.5,19,5111.51
24/05/2011,0,7.68,33.5,19.5,5100.592
25/05/2011,0,6.59,32,19,5100.592
26/05/2011,0,7.69,32.5,19.5,5089.673
27/05/2011,0,7.12,31.5,20.5,5078.754
28/05/2011,0,8.36,33.5,21.5,5078.754
29/05/2011,0,7.3,33,21.5,5067.835
30/05/2011,0,6.44,30,21,5056.92
31/05/2011,0,6.86,33,19.5,5056.92
01/06/2011,0,9.69,30.5,20.5,5045.997
02/06/2011,0,7.19,31.5,20,5035.078
03/06/2011,8.8,5.23,30,19.5,5035.078
04/06/2011,0,6.26,29.5,18,5024.16
05/06/2011,0.7,7.75,32.5,18.5,5024.159
06/06/2011,0,6.78,30,20.5,5013.239
07/06/2011,3.7,6.42,30.5,20,5002.32
08/06/2011,0,7.7,32.5,19,5002.32
09/06/2011,3.3,6.7,31,19,4991.401
10/06/2011,53.6,4.6,32,18,4991.401
11/06/2011,0,5.51,29.5,17,4991.401
12/06/2011,4.8,5.62,29,18.5,4991.401
13/06/2011,0,5.9,30,17,4991.401
14/06/2011,0,5.84,29,18.5,4991.401
15/06/2011,0,7.21,32,20,4980.482
16/06/2011,0,6.57,32.5,20.5,4980.482
17/06/2011,0,6.15,29,20,4980.482
18/06/2011,0,6.38,31,20.5,4980.48
19/06/2011,0,7.13,32,21,4980.48
20/06/2011,0,6.22,29,21,4969.563
21/06/2011,4.1,1.12,28,21.5,4969.563
22/06/2011,17.2,1.38,24,19,4969.563
23/06/2011,6.4,4.33,26,18,4969.563
24/06/2011,0.8,4.73,28.5,18,4980.48
25/06/2011,0,5.74,28,18.5,4980.48
26/06/2011,35.3,3.49,27.5,20,4980.48
27/06/2011,7.9,2.65,25,17.5,4991.401
28/06/2011,4.4,5.64,28,17,5002.32
29/06/2011,3.2,5.06,28.5,17.5,5002.32
30/06/2011,20.9,4.38,28,18.5,5013.24
01/07/2011,8.8,3.07,24.5,18,5013.24
02/07/2011,0.3,1.24,23,19,5024.16
03/07/2011,0.8,2.61,24,19,5024.16
04/07/2011,1.3,1.92,25,18.5,5035.08
05/07/2011,0.5,4.35,25.5,18,5035.078
06/07/2011,0,5.42,27,18.5,5045.997
07/07/2011,0,5.84,26.5,18.5,5045.997
08/07/2011,27.9,4.57,26,19,5045.997
09/07/2011,18.9,2.61,27,17,5056.92
10/07/2011,1.4,3.71,26,17.5,5056.92
11/07/2011,16.3,4.71,26.5,18,5067.835
12/07/2011,16.8,3.99,27.5,18.5,5078.754
13/07/2011,21.8,3.55,27,18.5,5089.67
14/07/2011,17.3,1.87,26,17.5,5100.59
15/07/2011,4.3,3.83,27.5,17,5111.511
16/07/2011,0,5.4,26.5,16.5,5133.35
17/07/2011,2.1,3.86,26,18,5144.27
18/07/2011,2.7,4.39,26.5,18.5,5155.188
19/07/2011,0,5.16,25.5,18,5166.11
20/07/2011,2.8,3.63,25,18.5,5177.026
21/07/2011,0,5.25,26.5,19,5187.94
22/07/2011,0,5.91,27,18.5,5198.86
23/07/2011,32.2,3,25,19,5198.86
24/07/2011,0.5,4.04,26.5,18,5209.783
25/07/2011,0.01,6.69,26,18.5,5209.783
26/07/2011,0,4.84,26.5,18.5,5209.783
27/07/2011,0,5.48,27.5,19,5209.783
28/07/2011,13.7,2.55,25.5,18.5,5209.783
29/07/2011,1.4,4.43,25,18,5220.7
30/07/2011,9.4,3.45,23,18.5,5220.7
31/07/2011,0,7.26,27,18,5220.7
01/08/2011,0,6.94,26.5,18.5,5220.7
02/08/2011,9.7,6.4,25.5,19,5220.702
03/08/2011,0.01,5.12,26.5,18,5220.702
04/08/2011,7.8,2.27,25.5,17.5,5231.621
05/08/2011,12.7,4.76,29.5,18,5231.62
06/08/2011,3.1,5.19,27.5,19,5231.62
07/08/2011,0,5.48,27,18,5231.621
08/08/2011,0,4.55,25,18.5,5231.621
09/08/2011,0,5.62,27,18,5231.621
10/08/2011,2.8,3.51,26.5,17.5,5220.702
11/08/2011,0,5.33,28,18.5,5220.702
12/08/2011,4.9,4.98,27.5,19,5220.702
13/08/2011,4.3,5.18,28,18.5,5209.783
14/08/2011,0,5.11,26.5,18,5209.78
15/08/2011,0,5.81,27,19,5198.86
16/08/2011,1.4,5.01,28,19,5198.86
17/08/2011,2.1,4.88,27.5,18,5198.86
18/08/2011,1.4,4.77,27,18.5,5187.94
19/08/2011,12.9,3.73,28,19,5187.94
20/08/2011,0,5.09,28.5,18,5187.945
21/08/2011,0,5.19,27.5,19,5177.026
22/08/2011,6.2,5.52,27,19.5,5177.03
23/08/2011,2.6,3.98,26.5,20,5166.11
24/08/2011,0.5,5.53,28.5,19,5166.11
25/08/2011,7.7,4.86,26.5,18.5,5166.11
26/08/2011,0.9,4.47,25.5,18.5,5166.11
27/08/2011,14.5,4.41,27,18,5155.188
28/08/2011,18.1,3.47,26.5,18,5155.188
29/08/2011,0,5.12,26,17.5,5155.188
30/08/2011,0,5.88,27,18,5155.188
31/08/2011,15.9,2.26,24,18.5,5155.188
01/09/2011,0.1,2.4,23.5,18.5,5166.11
02/09/2011,0.4,4.4,26,19,5166.11
03/09/2011,0.01,2.51,25,19.5,5166.107
04/09/2011,21.2,3.08,28,19,5166.107
05/09/2011,0.2,5.96,25.5,18.5,5177.03
06/09/2011,0,5.4,25,18,5177.03
07/09/2011,0,5.97,25.5,17.5,5177.03
08/09/2011,0,6.46,24.5,15.5,5177.03
09/09/2011,0,6,25.5,14,5166.11
10/09/2011,0,6.47,26.5,15,5166.11
11/09/2011,0,6.64,27,16,5166.11
12/09/2011,0.6,3.68,27.5,17,5155.19
13/09/2011,0,4.67,27,18.5,5155.19
14/09/2011,0,4.5,28,18,5155.19
15/09/2011,17.1,4,26,18.5,5144.27
16/09/2011,0.1,2.17,25,19,5144.269
17/09/2011,2.7,3.69,27,18.5,5144.269
18/09/2011,7.3,4.37,26.5,19,5144.27
19/09/2011,0,4.65,27,18,5133.35
20/09/2011,0,5.38,26,18.5,5133.35
21/09/2011,0,5.2,28.5,18,5133.35
22/09/2011,0,5.31,28,18.5,5122.43
23/09/2011,0,4.84,27,19,5122.43
24/09/2011,0,3.14,26.5,18.5,5111.51
25/09/2011,0,4.77,28,19.5,5111.51
26/09/2011,0,4.03,27.5,19,5100.59
27/09/2011,0.5,4.62,27,18.5,5100.59
28/09/2011,1,4.55,28,18,5089.673
29/09/2011,0.01,4.57,25,18,5089.67
30/09/2011,0,5.14,27.5,17.5,5078.75
01/10/2011,0,4.9,26,18.5,5078.75
02/10/2011,0,5.36,27,18,5067.83
03/10/2011,0,4.69,26.5,17,5067.83
04/10/2011,0,4.63,26,17,5056.92
05/10/2011,0,5.05,27,17.5,5046
06/10/2011,0,4.6,28,19,5046
07/10/2011,0,5.03,28.5,18.5,5035.08
08/10/2011,9.4,2.22,25,19,5035.08
09/10/2011,9.2,3.01,24.5,18.5,5024.16
10/10/2011,13.4,1.94,23.5,17.5,5024.16
11/10/2011,3.4,0.26,21,17,5024.16
12/10/2011,43.2,0.14,19,18,5024.16
13/10/2011,16.4,0.51,20.5,16,5035.08
14/10/2011,0,5.45,26,16.5,5046
15/10/2011,0,5.33,26.5,17,5046
16/10/2011,0,4.84,24.5,16,5046
17/10/2011,0,4.45,26.5,15.5,5046
18/10/2011,0,5.14,27.5,16,5046
19/10/2011,0,4.47,27,16.5,5035.077
20/10/2011,0,5.06,25.5,16,5035.077
21/10/2011,0,4.4,28,16.5,5035.077
22/10/2011,0,5.2,28.5,15.5,5024.16
23/10/2011,0,5.92,27.5,15,5024.16
24/10/2011,0,5.79,24.5,15,5024.16
25/10/2011,0,3.94,24,14.5,5013.239
26/10/2011,0,5.06,25.5,13.5,5013.24
27/10/2011,0,3.79,26,14,5002.32
28/10/2011,0,3.93,25.5,15,5002.32
29/10/2011,0,4.17,25,16,4991.4
30/10/2011,0,4.61,27,17,4991.4
31/10/2011,0,6.09,28.5,16,4991.4
01/11/2011,0,4.61,25,14,4980.48
02/11/2011,0,3.9,25.5,13.5,4980.48
03/11/2011,0,4.92,28.5,15,4969.56
04/11/2011,0,4.12,25.5,15.5,4969.56
05/11/2011,0,3.74,25,16,4958.64
06/11/2011,0,3.88,27,15.5,4958.64
07/11/2011,0,3.83,26.5,16,4947.73
08/11/2011,0,4.72,27,16.5,4947.73
09/11/2011,0,3.82,26,16,4947.73
10/11/2011,0,4.2,25,15,4936.806
11/11/2011,0,3.32,22,13,4936.806
12/11/2011,0,3.87,26.5,12.5,4925.89
13/11/2011,0,3.9,26,14,4925.89
14/11/2011,0,4.25,27.5,15,4914.97
15/11/2011,0,4.12,27,13.5,4914.97
16/11/2011,0,4.86,25,14,4914.97
17/11/2011,0,6.82,25.5,14.5,4904.05
18/11/2011,0,3.84,24,15,4904.05
19/11/2011,0,3.58,26.5,15.5,4893.13
20/11/2011,0,4.05,25.5,16,4893.13
21/11/2011,0,3.54,26,16.5,4893.13
22/11/2011,0,3.94,27,16,4882.21
23/11/2011,0,4.33,27.5,16.5,4882.21
24/11/2011,0,4.26,25.5,16,4871.291
25/11/2011,0,4.18,24.5,17,4871.291
26/11/2011,0,4.82,25.5,15,4860.372
27/11/2011,0,5.8,18,13.5,4860.372
28/11/2011,0,4.23,20,8.5,4849.453
29/11/2011,0,4.37,22,8.5,4849.453
30/11/2011,0,4.36,23,9.5,4838.534
01/12/2011,0,3.72,22.5,11,4838.53
02/12/2011,0,3.47,23,12,4838.53
03/12/2011,0,3.25,24,12.5,4827.62
04/12/2011,0,3.6,24.5,12.5,4827.62
05/12/2011,0,3.07,25.5,12,4816.7
06/12/2011,0,3.72,24,12.5,4816.7
07/12/2011,0,4.58,23.5,13,4816.7
08/12/2011,0,3.6,24,13.5,4805.78
09/12/2011,0,3.45,24.5,13,4805.78
10/12/2011,0,3.4,22.5,13.5,4794.86
11/12/2011,0,3.38,22.5,13,4794.86
12/12/2011,0,2.84,24,13,4783.94
13/12/2011,0,3.6,24.5,14,4783.94
14/12/2011,0,3.44,24,13.5,4783.94
15/12/2011,0,3.53,23.5,14,4773.019
16/12/2011,0,3.82,25.5,14,4773.019
17/12/2011,0,3.42,23.5,13.5,4762.1
18/12/2011,0,3.14,23,14,4762.1
19/12/2011,0,4.05,25,13.5,4762.1
20/12/2011,0,3.58,24,13,4751.18
21/12/2011,0,4.2,24.5,13,4751.18
22/12/2011,0,3.03,21.5,12.5,4740.51
23/12/2011,0,3.41,24,13,4740.51
24/12/2011,0,4.03,23.5,13.5,4729.84
25/12/2011,0,3.31,25,14,4729.84
26/12/2011,0,2.62,23,14,4729.84
27/12/2011,0,3.7,24.5,14,4719.17
28/12/2011,0,3.61,25,14.5,4719.17
29/12/2011,0,3.28,24.5,15,4708.51
30/12/2011,0,3.12,24,14.5,4708.51
31/12/2011,0,3.1,26,14,4697.84
01/01/2012,0,6.22,25,14.5,4697.84
02/01/2012,0,5.8,21.5,14,4687.17
03/01/2012,0,2.48,17,11,4687.17
04/01/2012,0,3.33,21.5,10.5,4676.501
05/01/2012,0,3.54,23,11.5,4676.501
06/01/2012,0,4.19,21.5,12,4665.832
07/01/2012,0,3.43,21,12,4665.83
08/01/2012,0,4.86,24.5,11.5,4655.164
09/01/2012,0,3.82,23,13,4655.164
10/01/2012,0,2.78,22.5,13.5,4655.16
11/01/2012,0,3.86,22,12.5,4644.495
12/01/2012,0,3.78,23,12,4644.495
13/01/2012,0,3.55,21.5,12.5,4633.83
14/01/2012,0,2.77,22,13.5,4633.827
15/01/2012,0,3.72,24,13,4633.827
16/01/2012,0,4,23,13.5,4629.158
17/01/2012,0,3.84,26,14,4629.158
18/01/2012,0,3.96,25,14.5,4612.489
19/01/2012,0,3.31,22,14,4612.49
20/01/2012,0,3.68,25,14,4612.49
21/01/2012,0,3.76,25.5,13.5,4601.82
22/01/2012,0,3.65,26,13,4601.82
23/01/2012,0,6.48,25,13.5,4601.82
24/01/2012,0,5.42,25.5,14,4591.15
25/01/2012,0,6.1,27,13.5,4591.15
26/01/2012,0,4.31,23,12.5,4580.484
27/01/2012,0,3.88,22.5,12,4580.48
28/01/2012,0,4.79,23,11.5,4569.815
29/01/2012,0.1,2.95,20.5,12.5,4569.815
30/01/2012,0,1.12,23,13.5,4557.147
31/01/2012,0.2,0.25,20,13,4557.147
01/02/2012,0,3.53,22,13.5,4548.48
02/02/2012,0,3.55,23,13,4548.48
03/02/2012,0,3.58,22,13.5,4548.48
04/02/2012,0,3.41,24,14,4537.809
05/02/2012,0.1,3.88,24.5,14.5,4537.809
06/02/2012,0,4.06,23.5,14,4537.809
07/02/2012,0,3.86,20,13.5,4527.14
08/02/2012,0,3.94,21.5,13,4527.14
09/02/2012,16.2,2.2,19,11.5,4516.47
10/02/2012,16.5,0.36,14.5,10,4516.47
11/02/2012,38.1,1.53,19.5,11,4516.47
12/02/2012,3.7,1.09,18.5,11,4527.14
13/02/2012,5.4,1.49,19,12,4527.14
14/02/2012,0.6,2.03,20.5,12.5,4537.81
15/02/2012,10.7,1.99,20,13.5,4537.81
16/02/2012,0,1.22,20.5,14,4548.478
17/02/2012,0,3.49,21,13.5,4548.478
18/02/2012,0,4.79,23.5,14,4548.478
19/02/2012,0,4.24,21,14,4548.478
20/02/2012,0,4.59,25.5,14.5,4548.478
21/02/2012,0,4.07,25,15,4537.809
22/02/2012,0,4.25,25.5,15.5,4537.809
23/02/2012,0,6.07,27,15,4537.809
24/02/2012,0,4.8,28,14.5,4537.81
25/02/2012,0,4.54,25,14,4527.14
26/02/2012,0,5.29,28,14.5,4527.14
27/02/2012,0,3.98,26.5,15.5,4527.14
28/02/2012,0,4.86,27,15,4516.472
29/02/2012,0,5.18,24,16,4516.472
01/03/2012,0,5.46,28,15.5,4516.472
02/03/2012,0,7.88,31,16,4505.804
03/03/2012,0,8.4,27,15.5,4505.8
04/03/2012,0,4.95,22,15,4495.135
05/03/2012,0,5.59,23.5,16.5,4495.135
06/03/2012,0,5.36,25.5,17,4484.47
07/03/2012,0,5.58,22,16.5,4484.467
08/03/2012,0,5.59,22.5,16,4473.798
09/03/2012,0,6.11,22,15.5,4473.798
10/03/2012,0,5.29,26.5,16,4463.129
11/03/2012,0,4.56,22.5,16.5,4463.129
12/03/2012,0,5.5,22,16,4452.46
13/03/2012,0,5.53,22.5,15.5,4452.46
14/03/2012,0,5.84,26.5,16,4452.46
15/03/2012,0,5.66,29,16.5,4441.792
16/03/2012,0,5.47,29.5,16,4441.792
17/03/2012,0,5.03,26,16,4431.12
18/03/2012,0,5.22,29,16.5,4431.12
19/03/2012,0,7.93,29,16,4420.46
20/03/2012,0,8.84,28.5,15.5,4420.46
21/03/2012,0,6.05,28,14,4409.79
22/03/2012,0,7.95,26.5,13.5,4399.12
23/03/2012,0,6.51,25,14,4388.45
24/03/2012,0,5.95,26.5,14.5,4377.78
25/03/2012,0,5.89,27,15,4367.11
26/03/2012,0,6.49,26,16,4356.44
27/03/2012,0,6.3,25.5,15.5,4345.774
28/03/2012,0,6.24,28,15,4345.774
29/03/2012,0,5.29,28.5,15.5,4335.11
30/03/2012,0,6.62,29,16,4324.44
31/03/2012,0,5.79,28.5,15.5,4324.44
01/04/2012,0,6.22,29,15,4313.77
02/04/2012,0,6.12,29.5,14.5,4303.1
03/04/2012,0,6.18,30,14,4292.43
04/04/2012,0,6.89,26,13.5,4292.43
05/04/2012,0,3.15,23,14,4281.76
06/04/2012,0,7.34,28,14.5,4271.035
07/04/2012,0,7.1,26.5,14.5,4260.43
08/04/2012,0,6.7,27,15.5,4249.758
09/04/2012,0,6.68,27.5,16,4249.758
10/04/2012,0,6.85,27,16.5,4239.09
11/04/2012,0,7.64,31,16,4228.42
12/04/2012,0,7.01,30.5,16.5,4217.752
13/04/2012,0,7.6,29,17,4207.38
14/04/2012,0,8.05,29.5,16.5,4197.01
15/04/2012,0,8.64,30,15.5,4186.632
16/04/2012,0,7.59,30.5,15,4176.26
17/04/2012,0,6.53,28,15.5,4176.26
18/04/2012,0,7.02,28.5,16,4165.89
19/04/2012,0,8,30.5,16.5,4155.51
20/04/2012,0,8.68,30.5,16,4145.14
21/04/2012,0,6.61,28.5,16,4134.77
22/04/2012,0,8.57,29.5,16,4124.393
23/04/2012,0,7.47,28.5,17.5,4114.02
24/04/2012,0,6.69,29,18,4103.65
25/04/2012,0,6.57,29.5,18.5,4093.27
26/04/2012,0,7.39,30.5,18,4093.27
27/04/2012,0,6.81,33,17.5,4082.9
28/04/2012,0,5.7,28,17,4072.527
29/04/2012,0,6.36,29.5,17.5,4062.154
30/04/2012,0,7,32.5,17,4062.154
01/05/2012,0,6.74,31,18,4051.781
02/05/2012,0,7.02,32,18.5,4041.41
03/05/2012,0,5.93,30,19.5,4031.035
04/05/2012,7.9,4.26,26.5,20,4031.035
05/05/2012,0,5.85,24.5,17,4020.662
06/05/2012,0,6.66,24,16.5,4010.288
07/05/2012,0,7.36,31,19,3999.92
08/05/2012,0,7.31,33,18.5,3999.92
09/05/2012,0,7.79,32.5,19,3989.54
10/05/2012,0,8.02,31.5,18,3979.17
11/05/2012,0,8.83,30,17.5,3979.17
12/05/2012,0,8.31,26,18,3968.8
13/05/2012,0.6,5.83,23,17.5,3958.42
14/05/2012,0,7.28,26,19,3948.05
15/05/2012,0,7.06,25.5,18.5,3948.049
16/05/2012,0,6.2,28,19,3937.68
17/05/2012,0,6.72,28.5,19,3927.302
18/05/2012,0,6.98,35,19.5,3927.3
19/05/2012,0,6.91,31,19,3916.93
20/05/2012,0.9,7.94,30,18.5,3916.93
21/05/2012,0,9.04,30.5,19.5,3906.56
22/05/2012,0,7.9,29,18.5,3896.18
23/05/2012,0,6.07,30,18,3896.18
24/05/2012,0.3,3.73,26,19,3885.81
25/05/2012,0.2,3.05,23,19,3875.44
26/05/2012,0,7.22,35,19,3875.44
27/05/2012,0,7.35,30,19.5,3865.064
28/05/2012,0.2,5.61,29.5,20,3854.69
29/05/2012,0,8.59,33,20,3854.69
30/05/2012,0,7.07,32,20.5,3844.32
31/05/2012,0,7.51,35.5,21,3833.944
01/06/2012,0,6.36,33.5,20,3833.94
02/06/2012,0,8.61,31,19.5,3823.57
03/06/2012,0,7.07,30,20,3813.198
04/06/2012,0,8.35,35,19,3813.198
05/06/2012,0,7.83,34,18,3802.825
06/06/2012,0,7.6,33.5,18.5,3792.452
07/06/2012,0.1,7,31,19,3792.452
08/06/2012,0,7.5,30.5,19.5,3782.08
09/06/2012,0,7.23,30,20,3771.705
10/06/2012,0,7.54,29.5,19.5,3771.705
11/06/2012,0,6.78,30,19,3761.33
12/06/2012,7.9,6.57,32.5,19.5,3750.958
13/06/2012,9.8,5.66,31,18.5,3750.96
14/06/2012,0.01,7.04,29.5,16.5,3750.96
15/06/2012,35.4,2.73,29.5,17,3740.59
16/06/2012,0.1,7.62,28,17.5,3740.59
17/06/2012,29.2,6.61,27,17.5,3740.59
18/06/2012,15.5,5.63,24,16.5,3740.59
19/06/2012,0,5.51,23,18,3750.96
20/06/2012,0,5.73,27,17.5,3750.96
21/06/2012,0,4.06,26,17,3750.96
22/06/2012,0,6.37,27.5,17.5,3750.96
23/06/2012,0,7.35,28,18,3750.96
24/06/2012,14,3.41,25.5,19,3750.96
25/06/2012,11.2,3.46,24.5,18,3750.96
26/06/2012,0,5.91,27.5,16.5,3761.33
27/06/2012,0,5.59,26.5,17,3761.33
28/06/2012,0.01,4.6,27,18,3761.33
29/06/2012,11.1,5.03,29.5,19,3761.33
30/06/2012,8.9,3.97,26,18,3771.71
01/07/2012,0,5.56,25.5,17,3771.71
02/07/2012,14.5,5.5,26.5,15,3771.71
03/07/2012,0.8,4.19,25,16.5,3782.08
04/07/2012,2.7,4.87,27,17,3792.45
05/07/2012,28.7,3.32,24,18,3792.45
06/07/2012,10.1,4.16,25,16,3802.82
07/07/2012,0,5.13,26,16.5,3813.2
08/07/2012,15.1,4.64,25.5,17,3823.57
09/07/2012,2.8,5.28,26,17,3833.94
10/07/2012,25.4,5.61,25,17.5,3833.94
11/07/2012,0,6.14,27,16.5,3844.32
12/07/2012,9.5,4.4,23,16,3844.32
13/07/2012,29.7,0.78,24.5,17.5,3854.69
14/07/2012,2.6,3.53,25,16.5,3865.06
15/07/2012,19.3,1.83,23,16,3885.81
16/07/2012,0,5.75,24.5,17,3896.18
17/07/2012,0,6.23,23.5,17.5,3916.93
18/07/2012,0,5.36,26.5,18,3927.3
19/07/2012,9.2,4.5,26,18.5,3937.68
20/07/2012,2.2,4.49,25.5,18,3948.05
21/07/2012,4.2,5.33,26,18.5,3958.42
22/07/2012,1.1,5.34,26.5,18,3968.796
23/07/2012,2.3,5.6,27,18.5,3989.542
24/07/2012,0,5.61,26,19,3999.92
25/07/2012,0,5.34,25.5,19,4010.29
26/07/2012,2.7,4.03,27,19.5,4010.29
27/07/2012,0,3.15,24,18,4020.662
28/07/2012,2,6.5,26.5,18.5,4020.662
29/07/2012,0,5.63,25.5,18.5,4031.03
30/07/2012,0,5.15,26,17.5,4041.407
31/07/2012,2.2,3.85,25,18,4051.78
01/08/2012,0,5.81,27.5,18.5,4051.781
02/08/2012,1.9,6.44,28,19,4062.154
03/08/2012,0,4.18,27.5,18.5,4072.53
04/08/2012,5.1,4.86,27,18,4072.53
05/08/2012,12.3,4.79,25,18.5,4093.274
06/08/2012,0,5.39,25.5,17.5,4082.901
07/08/2012,0.9,5.05,25,18,4093.27
08/08/2012,0,4.46,25.5,17,4093.27
09/08/2012,0,6.8,26.5,18,4093.27
10/08/2012,0,4.21,24,18.5,4093.27
11/08/2012,16.8,1.85,24.5,19,4103.65
12/08/2012,0,4.66,24,18.5,4103.65
13/08/2012,8.3,0.61,21,18,4114.02
14/08/2012,2.7,2.56,23,18,4124.393
15/08/2012,0,6.15,26.5,17.5,4134.767
16/08/2012,0,5.21,26,17,4134.767
17/08/2012,11.6,4.35,25.5,18,4134.767
18/08/2012,2.2,3.33,25,17.5,4145.14
19/08/2012,1.2,4.03,24,18,4145.14
20/08/2012,0,4,25.5,19,4145.14
